Unnamed: 0,Name,Type,Health,Attack,Defence,Moves
26,Raticate,Normal,55,81,60,"Acupressure,After You,Assist,Attract,Barrage,Baton Pass,Belly Drum,Bestow,Bide,Bind,Block,Blood Moon,Body Slam,Boomburst,Breakneck Blitz,Camouflage,Captivate,Celebrate,Chip Away,Comet Punch,Confide,Constrict,Conversion,Conversion 2,Copycat,Court Change,Covet,Crush Claw,Crush Grip,Cut,Defense Curl,Disable,Dizzy Punch,Doodle,Double Hit,Double Slap,Double Team,Double-Edge,Echoed Voice,Egg Bomb,Encore,Endeavor,Endure,Entrainment,Explosion,Extreme Evoboost,Extreme Speed,Facade,Fake Out,False Swipe,Feint,Fillet Away,Flail,Flash,Focus Energy,Follow Me,Foresight,Frustration,Fury Attack,Fury Swipes,G-Max Cuddle,G-Max Gold Rush,G-Max Replenish,Giga Impact,Glare,Growl,Growth,Guillotine,Happy Hour,Harden,Head Charge,Headbutt,Heal Bell,Helping Hand,Hidden Power,Hold Back,Hold Hands,Horn Attack,Horn Drill,Howl,Hyper Beam,Hyper Drill,Hyper Fang,Hyper Voice,Judgment,Laser Focus,Last Resort,Leer,Lock-On,Lovely Kiss,Lucky Chant,Max Guard,Max Strike,Me First,Mean Look,Mega Kick,Mega Punch,Metronome,Milk Drink,Mimic,Mind Reader,Minimize,Morning Sun,Multi-Attack,Natural Gift,Nature Power,Noble Roar,Odor Sleuth,Pain Split,Pay Day,Perish Song,Play Nice,Population Bomb,Pound,Power Shift,Present,Protect,Psych Up,Pulverizing Pancake,Quick Attack,Rage,Raging Bull,Rapid Spin,Razor Wind,Recover,Recycle,Reflect Type,Refresh,Relic Song,Retaliate,Return,Revelation Dance,Revival Blessing,Roar,Rock Climb,Round,Safeguard,Scary Face,Scratch,Screech,Secret Power,Self-Destruct,Sharpen,Shed Tail,Shell Smash,Simple Beam,Sing,Sketch,Skull Bash,Slack Off,Slam,Slash,Sleep Talk,Smelling Salts,Smokescreen,Snore,Soft-Boiled,Sonic Boom,Spike Cannon,Spit Up,Splash,Spotlight,Stockpile,Stomp,Strength,Struggle,Stuff Cheeks,Substitute,Super Fang,Supersonic,Swagger,Swallow,Sweet Scent,Swift,Swords Dance,Tackle,Tail Slap,Tail Whip,Take Down,Tearful Look,Teatime,Techno Blast,Teeter Dance,Tera Blast,Tera Starstorm,Terrain Pulse,Thrash,Tickle,Tidy Up,Transform,Tri Attack,Trump Card,Uproar,Veevee Volley,Vise Grip,Weather Ball,Whirlwind,Wish,Work Up,Wrap,Wring Out,Yawn"
27,Raticate,Dark,75,71,70,"Assurance,Baddy Bad,Beat Up,Bite,Black Hole Eclipse,Brutal Swing,Ceaseless Edge,Comeuppance,Crunch,Dark Pulse,Dark Void,Darkest Lariat,Embargo,Fake Tears,False Surrender,Feint Attack,Fiery Wrath,Flatter,Fling,Foul Play,G-Max One Blow,G-Max Snooze,Hone Claws,Hyperspace Fury,Jaw Lock,Knock Off,Kowtow Cleave,Lash Out,Malicious Moonsault,Max Darkness,Memento,Nasty Plot,Night Daze,Night Slash,Obstruct,Parting Shot,Payback,Power Trip,Punishment,Pursuit,Quash,Ruination,Snarl,Snatch,Sucker Punch,Switcheroo,Taunt,Thief,Throat Chop,Topsy-Turvy,Torment,Wicked Blow,Wicked Torque"
28,Spearow,Normal,40,60,30,"Acupressure,After You,Assist,Attract,Barrage,Baton Pass,Belly Drum,Bestow,Bide,Bind,Block,Blood Moon,Body Slam,Boomburst,Breakneck Blitz,Camouflage,Captivate,Celebrate,Chip Away,Comet Punch,Confide,Constrict,Conversion,Conversion 2,Copycat,Court Change,Covet,Crush Claw,Crush Grip,Cut,Defense Curl,Disable,Dizzy Punch,Doodle,Double Hit,Double Slap,Double Team,Double-Edge,Echoed Voice,Egg Bomb,Encore,Endeavor,Endure,Entrainment,Explosion,Extreme Evoboost,Extreme Speed,Facade,Fake Out,False Swipe,Feint,Fillet Away,Flail,Flash,Focus Energy,Follow Me,Foresight,Frustration,Fury Attack,Fury Swipes,G-Max Cuddle,G-Max Gold Rush,G-Max Replenish,Giga Impact,Glare,Growl,Growth,Guillotine,Happy Hour,Harden,Head Charge,Headbutt,Heal Bell,Helping Hand,Hidden Power,Hold Back,Hold Hands,Horn Attack,Horn Drill,Howl,Hyper Beam,Hyper Drill,Hyper Fang,Hyper Voice,Judgment,Laser Focus,Last Resort,Leer,Lock-On,Lovely Kiss,Lucky Chant,Max Guard,Max Strike,Me First,Mean Look,Mega Kick,Mega Punch,Metronome,Milk Drink,Mimic,Mind Reader,Minimize,Morning Sun,Multi-Attack,Natural Gift,Nature Power,Noble Roar,Odor Sleuth,Pain Split,Pay Day,Perish Song,Play Nice,Population Bomb,Pound,Power Shift,Present,Protect,Psych Up,Pulverizing Pancake,Quick Attack,Rage,Raging Bull,Rapid Spin,Razor Wind,Recover,Recycle,Reflect Type,Refresh,Relic Song,Retaliate,Return,Revelation Dance,Revival Blessing,Roar,Rock Climb,Round,Safeguard,Scary Face,Scratch,Screech,Secret Power,Self-Destruct,Sharpen,Shed Tail,Shell Smash,Simple Beam,Sing,Sketch,Skull Bash,Slack Off,Slam,Slash,Sleep Talk,Smelling Salts,Smokescreen,Snore,Soft-Boiled,Sonic Boom,Spike Cannon,Spit Up,Splash,Spotlight,Stockpile,Stomp,Strength,Struggle,Stuff Cheeks,Substitute,Super Fang,Supersonic,Swagger,Swallow,Sweet Scent,Swift,Swords Dance,Tackle,Tail Slap,Tail Whip,Take Down,Tearful Look,Teatime,Techno Blast,Teeter Dance,Tera Blast,Tera Starstorm,Terrain Pulse,Thrash,Tickle,Tidy Up,Transform,Tri Attack,Trump Card,Uproar,Veevee Volley,Vise Grip,Weather Ball,Whirlwind,Wish,Work Up,Wrap,Wring Out,Yawn"
29,Fearow,Normal,65,90,65,"Acupressure,After You,Assist,Attract,Barrage,Baton Pass,Belly Drum,Bestow,Bide,Bind,Block,Blood Moon,Body Slam,Boomburst,Breakneck Blitz,Camouflage,Captivate,Celebrate,Chip Away,Comet Punch,Confide,Constrict,Conversion,Conversion 2,Copycat,Court Change,Covet,Crush Claw,Crush Grip,Cut,Defense Curl,Disable,Dizzy Punch,Doodle,Double Hit,Double Slap,Double Team,Double-Edge,Echoed Voice,Egg Bomb,Encore,Endeavor,Endure,Entrainment,Explosion,Extreme Evoboost,Extreme Speed,Facade,Fake Out,False Swipe,Feint,Fillet Away,Flail,Flash,Focus Energy,Follow Me,Foresight,Frustration,Fury Attack,Fury Swipes,G-Max Cuddle,G-Max Gold Rush,G-Max Replenish,Giga Impact,Glare,Growl,Growth,Guillotine,Happy Hour,Harden,Head Charge,Headbutt,Heal Bell,Helping Hand,Hidden Power,Hold Back,Hold Hands,Horn Attack,Horn Drill,Howl,Hyper Beam,Hyper Drill,Hyper Fang,Hyper Voice,Judgment,Laser Focus,Last Resort,Leer,Lock-On,Lovely Kiss,Lucky Chant,Max Guard,Max Strike,Me First,Mean Look,Mega Kick,Mega Punch,Metronome,Milk Drink,Mimic,Mind Reader,Minimize,Morning Sun,Multi-Attack,Natural Gift,Nature Power,Noble Roar,Odor Sleuth,Pain Split,Pay Day,Perish Song,Play Nice,Population Bomb,Pound,Power Shift,Present,Protect,Psych Up,Pulverizing Pancake,Quick Attack,Rage,Raging Bull,Rapid Spin,Razor Wind,Recover,Recycle,Reflect Type,Refresh,Relic Song,Retaliate,Return,Revelation Dance,Revival Blessing,Roar,Rock Climb,Round,Safeguard,Scary Face,Scratch,Screech,Secret Power,Self-Destruct,Sharpen,Shed Tail,Shell Smash,Simple Beam,Sing,Sketch,Skull Bash,Slack Off,Slam,Slash,Sleep Talk,Smelling Salts,Smokescreen,Snore,Soft-Boiled,Sonic Boom,Spike Cannon,Spit Up,Splash,Spotlight,Stockpile,Stomp,Strength,Struggle,Stuff Cheeks,Substitute,Super Fang,Supersonic,Swagger,Swallow,Sweet Scent,Swift,Swords Dance,Tackle,Tail Slap,Tail Whip,Take Down,Tearful Look,Teatime,Techno Blast,Teeter Dance,Tera Blast,Tera Starstorm,Terrain Pulse,Thrash,Tickle,Tidy Up,Transform,Tri Attack,Trump Card,Uproar,Veevee Volley,Vise Grip,Weather Ball,Whirlwind,Wish,Work Up,Wrap,Wring Out,Yawn"
30,Ekans,Poison,35,60,44,"Acid,Acid Armor,Acid Downpour,Acid Spray,Baneful Bunker,Barb Barrage,Belch,Clear Smog,Coil,Corrosive Gas,Cross Poison,Dire Claw,G-Max Malodor,Gastro Acid,Gunk Shot,Malignant Chain,Max Ooze,Mortal Spin,Noxious Torque,Poison Fang,Poison Gas,Poison Jab,Poison Powder,Poison Sting,Poison Tail,Purify,Shell Side Arm,Sludge,Sludge Bomb,Sludge Wave,Smog,Toxic,Toxic Spikes,Toxic Thread,Venom Drench,Venoshock"
31,Arbok,Poison,60,95,69,"Acid,Acid Armor,Acid Downpour,Acid Spray,Baneful Bunker,Barb Barrage,Belch,Clear Smog,Coil,Corrosive Gas,Cross Poison,Dire Claw,G-Max Malodor,Gastro Acid,Gunk Shot,Malignant Chain,Max Ooze,Mortal Spin,Noxious Torque,Poison Fang,Poison Gas,Poison Jab,Poison Powder,Poison Sting,Poison Tail,Purify,Shell Side Arm,Sludge,Sludge Bomb,Sludge Wave,Smog,Toxic,Toxic Spikes,Toxic Thread,Venom Drench,Venoshock"
32,Pikachu,Electric,35,55,40,"10,000,000 Volt Thunderbolt,Aura Wheel,Bolt Beak,Bolt Strike,Buzzy Buzz,Catastropika,Charge,Charge Beam,Discharge,Double Shock,Eerie Impulse,Electric Terrain,Electrify,Electro Ball,Electro Drift,Electro Shot,Electroweb,Fusion Bolt,G-Max Stun Shock,G-Max Volt Crash,Gigavolt Havoc,Ion Deluge,Magnet Rise,Magnetic Flux,Max Lightning,Nuzzle,Overdrive,Parabolic Charge,Pika Papow,Plasma Fists,Rising Voltage,Shock Wave,Spark,Stoked Sparksurfer,Supercell Slam,Thunder,Thunder Cage,Thunder Fang,Thunder Punch,Thunder Shock,Thunder Wave,Thunderbolt,Thunderclap,Volt Switch,Volt Tackle,Wild Charge,Wildbolt Storm,Zap Cannon,Zing Zap,Zippy Zap"
33,Pikachu,Electric,45,80,50,"10,000,000 Volt Thunderbolt,Aura Wheel,Bolt Beak,Bolt Strike,Buzzy Buzz,Catastropika,Charge,Charge Beam,Discharge,Double Shock,Eerie Impulse,Electric Terrain,Electrify,Electro Ball,Electro Drift,Electro Shot,Electroweb,Fusion Bolt,G-Max Stun Shock,G-Max Volt Crash,Gigavolt Havoc,Ion Deluge,Magnet Rise,Magnetic Flux,Max Lightning,Nuzzle,Overdrive,Parabolic Charge,Pika Papow,Plasma Fists,Rising Voltage,Shock Wave,Spark,Stoked Sparksurfer,Supercell Slam,Thunder,Thunder Cage,Thunder Fang,Thunder Punch,Thunder Shock,Thunder Wave,Thunderbolt,Thunderclap,Volt Switch,Volt Tackle,Wild Charge,Wildbolt Storm,Zap Cannon,Zing Zap,Zippy Zap"
34,Raichu,Electric,60,90,55,"10,000,000 Volt Thunderbolt,Aura Wheel,Bolt Beak,Bolt Strike,Buzzy Buzz,Catastropika,Charge,Charge Beam,Discharge,Double Shock,Eerie Impulse,Electric Terrain,Electrify,Electro Ball,Electro Drift,Electro Shot,Electroweb,Fusion Bolt,G-Max Stun Shock,G-Max Volt Crash,Gigavolt Havoc,Ion Deluge,Magnet Rise,Magnetic Flux,Max Lightning,Nuzzle,Overdrive,Parabolic Charge,Pika Papow,Plasma Fists,Rising Voltage,Shock Wave,Spark,Stoked Sparksurfer,Supercell Slam,Thunder,Thunder Cage,Thunder Fang,Thunder Punch,Thunder Shock,Thunder Wave,Thunderbolt,Thunderclap,Volt Switch,Volt Tackle,Wild Charge,Wildbolt Storm,Zap Cannon,Zing Zap,Zippy Zap"
35,Raichu,Electric,60,85,50,"10,000,000 Volt Thunderbolt,Aura Wheel,Bolt Beak,Bolt Strike,Buzzy Buzz,Catastropika,Charge,Charge Beam,Discharge,Double Shock,Eerie Impulse,Electric Terrain,Electrify,Electro Ball,Electro Drift,Electro Shot,Electroweb,Fusion Bolt,G-Max Stun Shock,G-Max Volt Crash,Gigavolt Havoc,Ion Deluge,Magnet Rise,Magnetic Flux,Max Lightning,Nuzzle,Overdrive,Parabolic Charge,Pika Papow,Plasma Fists,Rising Voltage,Shock Wave,Spark,Stoked Sparksurfer,Supercell Slam,Thunder,Thunder Cage,Thunder Fang,Thunder Punch,Thunder Shock,Thunder Wave,Thunderbolt,Thunderclap,Volt Switch,Volt Tackle,Wild Charge,Wildbolt Storm,Zap Cannon,Zing Zap,Zippy Zap"
36,Sandshrew,Ground,50,75,85,"Bone Club,Bone Rush,Bonemerang,Bulldoze,Dig,Drill Run,Earth Power,Earthquake,Fissure,G-Max Sandblast,Headlong Rush,High Horsepower,Land's Wrath,Magnitude,Max Quake,Mud Bomb,Mud Shot,Mud Sport,Mud-Slap,Precipice Blades,Rototiller,Sand Attack,Sand Tomb,Sandsear Storm,Scorching Sands,Shore Up,Spikes,Stomping Tantrum,Tectonic Rage,Thousand Arrows,Thousand Waves"
37,Sandshrew,Ice,50,75,90,"Aurora Beam,Aurora Veil,Avalanche,Blizzard,Chilly Reception,Freeze Shock,Freeze-Dry,Freezy Frost,Frost Breath,G-Max Resonance,Glacial Lance,Glaciate,Hail,Haze,Ice Ball,Ice Beam,Ice Burn,Ice Fang,Ice Hammer,Ice Punch,Ice Shard,Ice Spinner,Icicle Crash,Icicle Spear,Icy Wind,Max Hailstorm,Mist,Mountain Gale,Powder Snow,Sheer Cold,Snowscape,Subzero Slammer,Triple Axel"
38,Sandslash,Ground,75,100,110,"Bone Club,Bone Rush,Bonemerang,Bulldoze,Dig,Drill Run,Earth Power,Earthquake,Fissure,G-Max Sandblast,Headlong Rush,High Horsepower,Land's Wrath,Magnitude,Max Quake,Mud Bomb,Mud Shot,Mud Sport,Mud-Slap,Precipice Blades,Rototiller,Sand Attack,Sand Tomb,Sandsear Storm,Scorching Sands,Shore Up,Spikes,Stomping Tantrum,Tectonic Rage,Thousand Arrows,Thousand Waves"
39,Sandslash,Ice,75,100,120,"Aurora Beam,Aurora Veil,Avalanche,Blizzard,Chilly Reception,Freeze Shock,Freeze-Dry,Freezy Frost,Frost Breath,G-Max Resonance,Glacial Lance,Glaciate,Hail,Haze,Ice Ball,Ice Beam,Ice Burn,Ice Fang,Ice Hammer,Ice Punch,Ice Shard,Ice Spinner,Icicle Crash,Icicle Spear,Icy Wind,Max Hailstorm,Mist,Mountain Gale,Powder Snow,Sheer Cold,Snowscape,Subzero Slammer,Triple Axel"
40,Nidoran♀,Poison,55,47,52,"Acid,Acid Armor,Acid Downpour,Acid Spray,Baneful Bunker,Barb Barrage,Belch,Clear Smog,Coil,Corrosive Gas,Cross Poison,Dire Claw,G-Max Malodor,Gastro Acid,Gunk Shot,Malignant Chain,Max Ooze,Mortal Spin,Noxious Torque,Poison Fang,Poison Gas,Poison Jab,Poison Powder,Poison Sting,Poison Tail,Purify,Shell Side Arm,Sludge,Sludge Bomb,Sludge Wave,Smog,Toxic,Toxic Spikes,Toxic Thread,Venom Drench,Venoshock"
41,Nidorina,Poison,70,62,67,"Acid,Acid Armor,Acid Downpour,Acid Spray,Baneful Bunker,Barb Barrage,Belch,Clear Smog,Coil,Corrosive Gas,Cross Poison,Dire Claw,G-Max Malodor,Gastro Acid,Gunk Shot,Malignant Chain,Max Ooze,Mortal Spin,Noxious Torque,Poison Fang,Poison Gas,Poison Jab,Poison Powder,Poison Sting,Poison Tail,Purify,Shell Side Arm,Sludge,Sludge Bomb,Sludge Wave,Smog,Toxic,Toxic Spikes,Toxic Thread,Venom Drench,Venoshock"
42,Nidoqueen,Poison,90,92,87,"Acid,Acid Armor,Acid Downpour,Acid Spray,Baneful Bunker,Barb Barrage,Belch,Clear Smog,Coil,Corrosive Gas,Cross Poison,Dire Claw,G-Max Malodor,Gastro Acid,Gunk Shot,Malignant Chain,Max Ooze,Mortal Spin,Noxious Torque,Poison Fang,Poison Gas,Poison Jab,Poison Powder,Poison Sting,Poison Tail,Purify,Shell Side Arm,Sludge,Sludge Bomb,Sludge Wave,Smog,Toxic,Toxic Spikes,Toxic Thread,Venom Drench,Venoshock"
43,Nidoran♂,Poison,46,57,40,"Acid,Acid Armor,Acid Downpour,Acid Spray,Baneful Bunker,Barb Barrage,Belch,Clear Smog,Coil,Corrosive Gas,Cross Poison,Dire Claw,G-Max Malodor,Gastro Acid,Gunk Shot,Malignant Chain,Max Ooze,Mortal Spin,Noxious Torque,Poison Fang,Poison Gas,Poison Jab,Poison Powder,Poison Sting,Poison Tail,Purify,Shell Side Arm,Sludge,Sludge Bomb,Sludge Wave,Smog,Toxic,Toxic Spikes,Toxic Thread,Venom Drench,Venoshock"
44,Nidorino,Poison,61,72,57,"Acid,Acid Armor,Acid Downpour,Acid Spray,Baneful Bunker,Barb Barrage,Belch,Clear Smog,Coil,Corrosive Gas,Cross Poison,Dire Claw,G-Max Malodor,Gastro Acid,Gunk Shot,Malignant Chain,Max Ooze,Mortal Spin,Noxious Torque,Poison Fang,Poison Gas,Poison Jab,Poison Powder,Poison Sting,Poison Tail,Purify,Shell Side Arm,Sludge,Sludge Bomb,Sludge Wave,Smog,Toxic,Toxic Spikes,Toxic Thread,Venom Drench,Venoshock"
45,Nidoking,Poison,81,102,77,"Acid,Acid Armor,Acid Downpour,Acid Spray,Baneful Bunker,Barb Barrage,Belch,Clear Smog,Coil,Corrosive Gas,Cross Poison,Dire Claw,G-Max Malodor,Gastro Acid,Gunk Shot,Malignant Chain,Max Ooze,Mortal Spin,Noxious Torque,Poison Fang,Poison Gas,Poison Jab,Poison Powder,Poison Sting,Poison Tail,Purify,Shell Side Arm,Sludge,Sludge Bomb,Sludge Wave,Smog,Toxic,Toxic Spikes,Toxic Thread,Venom Drench,Venoshock"
46,Clefairy,Fairy,70,45,48,"Alluring Voice,Aromatic Mist,Baby-Doll Eyes,Charm,Crafty Shield,Dazzling Gleam,Decorate,Disarming Voice,Draining Kiss,Fairy Lock,Fairy Wind,Fleur Cannon,Floral Healing,Flower Shield,G-Max Finale,G-Max Smite,Geomancy,Guardian of Alola,Let's Snuggle Forever,Light of Ruin,Magical Torque,Max Starfall,Misty Explosion,Misty Terrain,Moonblast,Moonlight,Nature's Madness,Play Rough,Sparkly Swirl,Spirit Break,Springtide Storm,Strange Steam,Sweet Kiss,Twinkle Tackle"
47,Clefable,Fairy,95,70,73,"Alluring Voice,Aromatic Mist,Baby-Doll Eyes,Charm,Crafty Shield,Dazzling Gleam,Decorate,Disarming Voice,Draining Kiss,Fairy Lock,Fairy Wind,Fleur Cannon,Floral Healing,Flower Shield,G-Max Finale,G-Max Smite,Geomancy,Guardian of Alola,Let's Snuggle Forever,Light of Ruin,Magical Torque,Max Starfall,Misty Explosion,Misty Terrain,Moonblast,Moonlight,Nature's Madness,Play Rough,Sparkly Swirl,Spirit Break,Springtide Storm,Strange Steam,Sweet Kiss,Twinkle Tackle"
48,Vulpix,Fire,38,41,40,"Armor Cannon,Bitter Blade,Blast Burn,Blaze Kick,Blazing Torque,Blue Flare,Burn Up,Burning Bulwark,Burning Jealousy,Ember,Eruption,Fiery Dance,Fire Blast,Fire Fang,Fire Lash,Fire Pledge,Fire Punch,Fire Spin,Flame Burst,Flame Charge,Flame Wheel,Flamethrower,Flare Blitz,Fusion Flare,G-Max Centiferno,G-Max Fireball,G-Max Wildfire,Heat Crash,Heat Wave,Incinerate,Inferno,Inferno Overdrive,Lava Plume,Magma Storm,Max Flare,Mind Blown,Mystical Fire,Overheat,Pyro Ball,Raging Fury,Sacred Fire,Searing Shot,Shell Trap,Sizzly Slide,Sunny Day,Temper Flare,Torch Song,V-create,Will-O-Wisp"
49,Vulpix,Ice,38,41,40,"Aurora Beam,Aurora Veil,Avalanche,Blizzard,Chilly Reception,Freeze Shock,Freeze-Dry,Freezy Frost,Frost Breath,G-Max Resonance,Glacial Lance,Glaciate,Hail,Haze,Ice Ball,Ice Beam,Ice Burn,Ice Fang,Ice Hammer,Ice Punch,Ice Shard,Ice Spinner,Icicle Crash,Icicle Spear,Icy Wind,Max Hailstorm,Mist,Mountain Gale,Powder Snow,Sheer Cold,Snowscape,Subzero Slammer,Triple Axel"
50,Ninetales,Fire,73,76,75,"Armor Cannon,Bitter Blade,Blast Burn,Blaze Kick,Blazing Torque,Blue Flare,Burn Up,Burning Bulwark,Burning Jealousy,Ember,Eruption,Fiery Dance,Fire Blast,Fire Fang,Fire Lash,Fire Pledge,Fire Punch,Fire Spin,Flame Burst,Flame Charge,Flame Wheel,Flamethrower,Flare Blitz,Fusion Flare,G-Max Centiferno,G-Max Fireball,G-Max Wildfire,Heat Crash,Heat Wave,Incinerate,Inferno,Inferno Overdrive,Lava Plume,Magma Storm,Max Flare,Mind Blown,Mystical Fire,Overheat,Pyro Ball,Raging Fury,Sacred Fire,Searing Shot,Shell Trap,Sizzly Slide,Sunny Day,Temper Flare,Torch Song,V-create,Will-O-Wisp"
51,Ninetales,Ice,73,67,75,"Aurora Beam,Aurora Veil,Avalanche,Blizzard,Chilly Reception,Freeze Shock,Freeze-Dry,Freezy Frost,Frost Breath,G-Max Resonance,Glacial Lance,Glaciate,Hail,Haze,Ice Ball,Ice Beam,Ice Burn,Ice Fang,Ice Hammer,Ice Punch,Ice Shard,Ice Spinner,Icicle Crash,Icicle Spear,Icy Wind,Max Hailstorm,Mist,Mountain Gale,Powder Snow,Sheer Cold,Snowscape,Subzero Slammer,Triple Axel"
52,Jigglypuff,Normal,115,45,20,"Acupressure,After You,Assist,Attract,Barrage,Baton Pass,Belly Drum,Bestow,Bide,Bind,Block,Blood Moon,Body Slam,Boomburst,Breakneck Blitz,Camouflage,Captivate,Celebrate,Chip Away,Comet Punch,Confide,Constrict,Conversion,Conversion 2,Copycat,Court Change,Covet,Crush Claw,Crush Grip,Cut,Defense Curl,Disable,Dizzy Punch,Doodle,Double Hit,Double Slap,Double Team,Double-Edge,Echoed Voice,Egg Bomb,Encore,Endeavor,Endure,Entrainment,Explosion,Extreme Evoboost,Extreme Speed,Facade,Fake Out,False Swipe,Feint,Fillet Away,Flail,Flash,Focus Energy,Follow Me,Foresight,Frustration,Fury Attack,Fury Swipes,G-Max Cuddle,G-Max Gold Rush,G-Max Replenish,Giga Impact,Glare,Growl,Growth,Guillotine,Happy Hour,Harden,Head Charge,Headbutt,Heal Bell,Helping Hand,Hidden Power,Hold Back,Hold Hands,Horn Attack,Horn Drill,Howl,Hyper Beam,Hyper Drill,Hyper Fang,Hyper Voice,Judgment,Laser Focus,Last Resort,Leer,Lock-On,Lovely Kiss,Lucky Chant,Max Guard,Max Strike,Me First,Mean Look,Mega Kick,Mega Punch,Metronome,Milk Drink,Mimic,Mind Reader,Minimize,Morning Sun,Multi-Attack,Natural Gift,Nature Power,Noble Roar,Odor Sleuth,Pain Split,Pay Day,Perish Song,Play Nice,Population Bomb,Pound,Power Shift,Present,Protect,Psych Up,Pulverizing Pancake,Quick Attack,Rage,Raging Bull,Rapid Spin,Razor Wind,Recover,Recycle,Reflect Type,Refresh,Relic Song,Retaliate,Return,Revelation Dance,Revival Blessing,Roar,Rock Climb,Round,Safeguard,Scary Face,Scratch,Screech,Secret Power,Self-Destruct,Sharpen,Shed Tail,Shell Smash,Simple Beam,Sing,Sketch,Skull Bash,Slack Off,Slam,Slash,Sleep Talk,Smelling Salts,Smokescreen,Snore,Soft-Boiled,Sonic Boom,Spike Cannon,Spit Up,Splash,Spotlight,Stockpile,Stomp,Strength,Struggle,Stuff Cheeks,Substitute,Super Fang,Supersonic,Swagger,Swallow,Sweet Scent,Swift,Swords Dance,Tackle,Tail Slap,Tail Whip,Take Down,Tearful Look,Teatime,Techno Blast,Teeter Dance,Tera Blast,Tera Starstorm,Terrain Pulse,Thrash,Tickle,Tidy Up,Transform,Tri Attack,Trump Card,Uproar,Veevee Volley,Vise Grip,Weather Ball,Whirlwind,Wish,Work Up,Wrap,Wring Out,Yawn"
53,Wigglytuff,Normal,140,70,45,"Acupressure,After You,Assist,Attract,Barrage,Baton Pass,Belly Drum,Bestow,Bide,Bind,Block,Blood Moon,Body Slam,Boomburst,Breakneck Blitz,Camouflage,Captivate,Celebrate,Chip Away,Comet Punch,Confide,Constrict,Conversion,Conversion 2,Copycat,Court Change,Covet,Crush Claw,Crush Grip,Cut,Defense Curl,Disable,Dizzy Punch,Doodle,Double Hit,Double Slap,Double Team,Double-Edge,Echoed Voice,Egg Bomb,Encore,Endeavor,Endure,Entrainment,Explosion,Extreme Evoboost,Extreme Speed,Facade,Fake Out,False Swipe,Feint,Fillet Away,Flail,Flash,Focus Energy,Follow Me,Foresight,Frustration,Fury Attack,Fury Swipes,G-Max Cuddle,G-Max Gold Rush,G-Max Replenish,Giga Impact,Glare,Growl,Growth,Guillotine,Happy Hour,Harden,Head Charge,Headbutt,Heal Bell,Helping Hand,Hidden Power,Hold Back,Hold Hands,Horn Attack,Horn Drill,Howl,Hyper Beam,Hyper Drill,Hyper Fang,Hyper Voice,Judgment,Laser Focus,Last Resort,Leer,Lock-On,Lovely Kiss,Lucky Chant,Max Guard,Max Strike,Me First,Mean Look,Mega Kick,Mega Punch,Metronome,Milk Drink,Mimic,Mind Reader,Minimize,Morning Sun,Multi-Attack,Natural Gift,Nature Power,Noble Roar,Odor Sleuth,Pain Split,Pay Day,Perish Song,Play Nice,Population Bomb,Pound,Power Shift,Present,Protect,Psych Up,Pulverizing Pancake,Quick Attack,Rage,Raging Bull,Rapid Spin,Razor Wind,Recover,Recycle,Reflect Type,Refresh,Relic Song,Retaliate,Return,Revelation Dance,Revival Blessing,Roar,Rock Climb,Round,Safeguard,Scary Face,Scratch,Screech,Secret Power,Self-Destruct,Sharpen,Shed Tail,Shell Smash,Simple Beam,Sing,Sketch,Skull Bash,Slack Off,Slam,Slash,Sleep Talk,Smelling Salts,Smokescreen,Snore,Soft-Boiled,Sonic Boom,Spike Cannon,Spit Up,Splash,Spotlight,Stockpile,Stomp,Strength,Struggle,Stuff Cheeks,Substitute,Super Fang,Supersonic,Swagger,Swallow,Sweet Scent,Swift,Swords Dance,Tackle,Tail Slap,Tail Whip,Take Down,Tearful Look,Teatime,Techno Blast,Teeter Dance,Tera Blast,Tera Starstorm,Terrain Pulse,Thrash,Tickle,Tidy Up,Transform,Tri Attack,Trump Card,Uproar,Veevee Volley,Vise Grip,Weather Ball,Whirlwind,Wish,Work Up,Wrap,Wring Out,Yawn"
54,Zubat,Poison,40,45,35,"Acid,Acid Armor,Acid Downpour,Acid Spray,Baneful Bunker,Barb Barrage,Belch,Clear Smog,Coil,Corrosive Gas,Cross Poison,Dire Claw,G-Max Malodor,Gastro Acid,Gunk Shot,Malignant Chain,Max Ooze,Mortal Spin,Noxious Torque,Poison Fang,Poison Gas,Poison Jab,Poison Powder,Poison Sting,Poison Tail,Purify,Shell Side Arm,Sludge,Sludge Bomb,Sludge Wave,Smog,Toxic,Toxic Spikes,Toxic Thread,Venom Drench,Venoshock"
55,Golbat,Poison,75,80,70,"Acid,Acid Armor,Acid Downpour,Acid Spray,Baneful Bunker,Barb Barrage,Belch,Clear Smog,Coil,Corrosive Gas,Cross Poison,Dire Claw,G-Max Malodor,Gastro Acid,Gunk Shot,Malignant Chain,Max Ooze,Mortal Spin,Noxious Torque,Poison Fang,Poison Gas,Poison Jab,Poison Powder,Poison Sting,Poison Tail,Purify,Shell Side Arm,Sludge,Sludge Bomb,Sludge Wave,Smog,Toxic,Toxic Spikes,Toxic Thread,Venom Drench,Venoshock"
